position,company,location,salary,summary
Machine Learning Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",,What does a ML Scientist at EA do? Our group develops AI and data driven solutions to game team. Hands-on experience in predictive modeling and analysis over...
Research Data Analyst 1,Stanford University,"Stanford, CA 94305",,"Analyze data processes in documentation. Use system reports and analyses to identify potentially problematic data, make corrections, and determine root cause..."
"Data Analyst (Fixed Term, 18 months)",Stanford University,"Stanford, CA 94305",,"Clean large datasets of collected data, or publically available data in preparation for data analysis. The incumbent will work closely with senior statisticians..."
MACHINE LEARNING (and in particular DEEP LEARNING) ENGINEER,"GRAIL, Inc.","Menlo Park, CA",,"Experience with next generation sequencing data analysis (DNA, RNA, or epigenetic analysis.). Largely without exception these breakthroughs have been enabled by..."
Junior Data Scientist,SAP,"Palo Alto, CA",,"As a Data Scientist , you will work in a team of experience experienced researchers and data scientists taking on challenges posed by the SAP customers and..."
Network Quantitative Analyst,Facebook,"Menlo Park, CA",,"Build cross functional relationships with Data Scientists, Network Planners, Software Engineers and Network Engineers to understand their data needs...."
"Analyst, Access Network Planning",Facebook,"Menlo Park, CA",,"You will work closely with network operators, infrastructure providers and FB program managers, data scientists, engineers and product managers to analyze data..."
Sr. Data Scientist,YuMe,"Redwood City, CA 94063",,Join YuMe as a data scientist to be part of our efforts to build cutting edge digital advertising and marketing solutions....
Machine Learning Engineer,Toyota Research Institute,"Los Altos, CA",,You work alongside top research scientists in machine learning and are responsible for deploying cutting-edge machine learning techniques across truly vast...
Data Science Engineer,Salesforce,"Palo Alto, CA",,Salesforce is looking for data scientists with hands on experience transforming unique data into amazing products....
"People Research Scientist, Diversity Analytics",Facebook,"Menlo Park, CA",,"Collaborate with data engineering and visualization engineers to access and manipulate data, explain data gathering requirements, and display results...."
Senior Data Scientist,Sumeru Solutions,"Palo Alto, CA 94301 (Professorville area)",,"Proficient with R, Python or equivalent for data modeling and analysis. Solid understanding of statistical modeling / predictive analysis/ machine learning /..."
"Intern, Innovation Center Silicon Valley - Engineers & Data Scientists",SAP,"Palo Alto, CA",,"Experience with machine learning & artificial intelligence (computer vision, NLP, data science, etc.). The SAP Innovation Center Silicon Valley is looking for..."
Internship - Statistical Programming Intern (Summer Session),Acumen LLC,"Burlingame, CA 94010",,Data management techniques for working with large amounts of data. Data analysis workflow in a professional setting....
"Quantitative Scientist, People Analytics",Facebook,"Menlo Park, CA",,Facebook is seeking a Data Scientist to join our people analytics team. Collaborate with data engineering and visualization engineers to access and manipulate...
Artificial Intelligence Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",,"What does a AI Scientist at EA do? Our group develops AI and data driven solutions to game team. From data modeling to agent building, we utilize a modern,..."
Senior Real World Data Scientist,Roche,"Pleasanton, CA",,"This Senior RWD Scientists partners with Data Analysts to define and clarify analysis methods, oversees the execution of analyses, and guides results..."
Machine Learning Engineer/Data Scientist,Twitter,"San Francisco, CA 94103 (South Of Market area)",,Common data structures and algorithms. Passionate about working with large unstructured and structured data sets....
Data Engineer,Classy,"San Francisco, CA",,"Prefer individuals who have completed one or more self-led data science projects, from data aggregation to publishing text and visualizations (the more diverse..."
Quantitative Research Analyst – Fixed Income - Credit,Franklin Templeton Investments,"San Mateo, CA 94403 (Sugerloaf area)",,Using attribution data to provide feedback to current strategies. Quantitative Research Analyst – Fixed Income - Credit-820026....
"2018 Summer Data Science Intern - Mountain View, CA",Atlassian bright blue button,"Mountain View, CA",,You will work closely with our Data Scientists to extract insights from our massive datasets to identify opportunities to develop new features to power the...
Product Scientist - R&D and Machine Learning,"23andMe, Inc.","Mountain View, CA 94041",,"Be a significant contributor on longer term R&D projects to develop, validate, and translate research data into novel consumer products...."
SEDA Research Data Analyst,Stanford University,"Stanford, CA 94305",,"Documenting data generating processes of SEDA data set for technical and non-technical audiences. Identifying potentially problematic data, make corrections,..."
"Applied Research Scientist, Natural Language Processing",Facebook,"Menlo Park, CA",,Facebook is seeking an Applied Research Scientist to join our Language and Translation Technologies Team in Menlo Park....
"Data Analyst, Research Operations ��� Business Integrity",Facebook,"Menlo Park, CA",,"Data analysis skills. Data Analysts leverage Integrity data and tools to identify and communicate key metrics, insights, and information...."
Product Analyst (Data Science),Ancestry,"San Francisco, CA 94107 (South Of Market area)",,"Identify and understand various data sources; Build tools and services to improve analysis and experimentation throughput, and work with Data Warehouse team to..."
"Computational Biologist, Data Science Research",Counsyl,"South San Francisco, CA 94080",,We are seeking a computational biologist—anywhere in the spectrum from the mathematically inclined molecular biologist to the software savant with basic...
Data Engineer,Zipcar,"San Mateo, CA",,Data pipelines (e.g. Data processing frameworks (e.g. Contribute to data architecture and technology decisions with expert understanding of data engineering...
Research Data Analyst,University of California San Francisco,"San Francisco, CA",,The Research Data Analyst will join a collaborative and exciting team of researchers at the F.I. The individual will be asked to contribute to study design from...
Summer Intern - Data Science,Roche,"Mountain View, CA",,"And will collaborate with imaging and data scientists to explore new applications of computer vision, data analysis and classification methods for advanced..."
Technical Data Analyst,YuMe,"Redwood City, CA 94063",,Work closely with Data Scientists to analyze user data and develop new audience segmentation approaches. Advanced working knowledge of data analysis using...
"Junior Data Analyst - Performance Lens, New Ventures",McKinsey & Company,"San Jose, CA",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)..."
Supply Chain Business & Data Analyst,Shutterfly,"Redwood City, CA",,"5+ years experience as a business analyst, data scientist or similar job function, including 2+ years of relevant experience with data mining, SQL, building..."
Artificial Intelligence - Machine Learning Eng,Intel,"San Francisco, CA 94111 (Financial District area)",,"Background in deep learning, machine learning, reinforcement learning & big data. Predictive algorithms, computer vision, object detection and localization,..."
Natural Language Processing Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",,"Our next NLP Scientist at EA should have:. Our group develops AI and data driven solutions to game team. From data modeling to agent building, we utilize a..."
Data Analyst,Walmart eCommerce,"Sunnyvale, CA",,"Organized when analyzing data and conducting research. O Experienced working with massive, messy data sets. We are hiring a partner to both Digital Marketing..."
Decision Scientist,Facebook,"Menlo Park, CA",,Statistical and data analysis/modeling skills (e.g. 5+ years of experience in data analysis. We are seeking a talented analyst who thrives at the Intersection...
Intern-Data Science,Palo Alto Networks,"Santa Clara, CA 95054",,"Define data needs, evaluate data quality, and extract/manipulate data in a ""Big Data"" environment. We are seeking intern for data science team who will work..."
Sr Data Scientist - 47178BR,Aetna,"San Francisco, CA",,Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources....
Data Scientist,Siemens AG,"Foster City, CA",,The data scientist will support the growing analytical needs of the company as customer data collection efforts expand....
Data Scientist,Fanatics Inc.,"San Mateo, CA",,"Ability to use SQL to perform data analysis. At Fanatics, we are passionate about leveraging data to drive growth and operational efficiencies...."
Data Scientist,Rakuten Marketing,"San Mateo, CA",,"The company aggregates a lot of behavioral data from various sources. MS/ PhD in fields like computer science, mathematics, statistics, machine learning,..."
Data Scientist,SignalFx,"San Mateo, CA 94401 (North Central area)",,2+ years of data science experience (or academic equivalent). Interest in data visualization and UX aspects of analytics/machine learning....
Data Scientist,LimeBike,"San Mateo, CA",,"As a data scientist, you will proactively gather data to transform signal into insight. 2+ years in an analyst, data scientist, or product manager role...."
Data Scientist,Stanford University,"Stanford, CA 94305",,Industry experience as a data scientist. Implement data analysis through statistical programming. The Data Scientist (Biostatistician 2) will with some...
"Decision Scientist, Marketing (WhatsApp)",Facebook,"Menlo Park, CA",,"The role will report into the director marketing and tap into a part of company-wide community of data scientists, data engineers and analysts:...."
Data Scientist (mid to senior level),Personal Capital,"San Carlos, CA 94070",,"5+ years of professional experience as a Data Scientist. Further, you will leverage large data sets and create ETL pipelines to support our Data Warehouse/Data..."
Senior Data Scientist,Lattice Engines,"San Mateo, CA 94404",,"As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional..."
DATA SCIENTIST,"GRAIL, Inc.","Menlo Park, CA",,"(e.g., as a statistician / data scientist / computational biologist / bioinformatician). (e.g., as a statistician / data scientist / computational biologist)..."
Data Scientist,BlueVine,"Redwood City, CA",,"We are looking for a experienced Data Scientist to join BlueVine’s growing Data Science team in Redwood City, CA and lead our efforts at modeling and..."
Data Scientist,Oracle,"Redwood City, CA",,Deep experience with Data Science and Data Science Platforms. We are building an exciting new Platform for Data Science and Machine Learning at Oracle and...
Data Scientist,Shutterfly,"Redwood City, CA",,The Data Scientist will be responsible for designing and directing experiments and observational studies to optimize our customer acquisition and engagement...
"Quantitative Researcher, Growth",Facebook,"Menlo Park, CA",,"Knowledge in data manipulation and analysis (R/SAS/Stata, SQL/Hive). Knowledge in quantitative research methodologies (e.g., survey sampling and design,..."
Data Science Generalist,Rainforest QA,"San Francisco, CA",,"We regularly send our data scientists to conferences, both to speak and just learn (e.g. Knowledge of common data science concepts:...."
Machine Learning,Twitter,"San Francisco, CA 94103 (South Of Market area)",,Experience using big data platforms such as Spark or Hadoop. What You’ll Do:....
Senior Data Scientist,GoPro,"San Mateo, CA 94402 (Beresford area)",,"Experience working with large data sets. GoPro is seeking a highly motivated, top tier candidate to take on the responsibilities of the Senior Data Scientist on..."
applied machine learning intern,light.io,"Palo Alto, CA",,Light is a team of creative technologists on a mission to reimagine the art and science of photography. We are a venture-backed startup creating a radically...
Machine Learning Scientist,Adobe,"San Jose, CA",,We are seeking for a machine learning/ data scientist expert to help us develop analytical model to analyze the large quantities of live and historic data we...
Data Scientist/Sr. Data Scientist,Visa,"Foster City, CA",,Do you solve complex data challenges with creative flair? Strong desire and unyielding mindset to solve the hardest data problems....
Senior Staff Clinical Data Scientist,"GRAIL, Inc.","Menlo Park, CA",,Participate in data quality review activities and efforts to resolve data quality issues. Develop and manage interactive data visualization and analytic tools...
Data Science Analyst - Periscope,McKinsey & Company,"San Jose, CA",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)..."
"Quantitative Researcher, Growth",Facebook,"Menlo Park, CA",,"Knowledge in data manipulation and analysis (R/SAS/Stata, SQL/Hive). Knowledge in quantitative research methodologies (e.g., survey sampling and design,..."
Machine Learning Applied Research Scientist (University),Adobe,"San Jose, CA",,"Knowledge of Spark, big data processing, Hadoop. Work on building state of the art machine learning models leveraging data mining, big data, deep learning,..."
Data Science Engineer,Desk.com,"San Francisco, CA",,Salesforce is looking for data scientists with hands on experience transforming unique data into amazing products....
Senior Data Scientist,GoPro,"San Mateo, CA 94402 (Beresford area)",,"Experience working with large data sets. GoPro is seeking a highly motivated, top tier candidate to take on the responsibilities of the Senior Data Scientist on..."
Data Scientist/Sr. Data Scientist,Visa,"Foster City, CA",,Do you solve complex data challenges with creative flair? Strong desire and unyielding mindset to solve the hardest data problems....
Senior Staff Clinical Data Scientist,"GRAIL, Inc.","Menlo Park, CA",,Participate in data quality review activities and efforts to resolve data quality issues. Develop and manage interactive data visualization and analytic tools...
Statistical Scientist,Genentech,"South San Francisco, CA",,Candidates should be experienced in data analysis and expect to pursue projects involving statistical applications to molecular data for clinical development....
Machine Learning Engineer,JP Morgan Chase,"San Francisco, CA 94107 (South Of Market area)",,"Expertise in application, data and infrastructure architecture disciplines. Computer Science, Mathematics, Operations Research, Data Science)...."
Sr. Data Scientist,Electronic Arts,"Redwood City, CA 94065",,"Work with a diverse team of data scientists and analysts to build robust, usable software for modeling, prediction and data exploration...."
Sr Data Scientist,Tesla Motors,"Fremont, CA",,"Experience with big data frameworks such as Hadoop/Spark and SQL. Design and implement big data workflows using Python, SQL, Hadoop, Spark, Matlab and R...."
"Data Engineer, MTS2",Fanatics Inc.,"San Mateo, CA",,"You will collaborate closely with data scientists and cross functional business units to develop data pipelines, infrastructure and applications in the..."
Product Analyst,LimeBike,"San Mateo, CA",,"2+ years in an analyst, data scientist, or product manager role. Build charts and productionize data pipelines with our data engineer...."
Bioinformatics Analyst,SQA Solution,"Pleasanton, CA",,"Data cleaning, analysis, interpretation and visualization. Experience in processing high throughput biomedical data:...."
FinTech Research Analyst,Andreessen Horowitz,"Menlo Park, CA",,"Find promising companies to invest in using data, social signals, research, etc. Help discover all the data points we need to feed into our decision-making..."
Senior Scientist,Roche,"Pleasanton, CA",,"Analyzes data, evaluates results, forms conclusions and implements/documents process improvements. Designs, plans and executes assigned research and/or..."
Machine Learning Engineer,AISense,"Los Altos, CA",,AISense is adding new life to conversations of all types. Our Ambient Voice Intelligence™ technology processes verbal conversations to derive usable text and...
Statistical Programmer Analyst,Genentech,"South San Francisco, CA",,"Has good understanding of data collection and database concepts including data flows in clinical trials, and Pharma industry data standards, such as CDISC/SDTM..."
Machine Learning Engineer,Walmart eCommerce,"San Bruno, CA 94066",,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and..."
"Product Manager, Terragraph",Facebook,"Menlo Park, CA",,"Facebook Product Managers work with teams of engineers, designers, and data scientists to bring products to market...."
Research Scientist,Carbon3D,"Redwood City, CA 94063",,Strong analytical skills with good data tracking and presentation ability. We are looking for an extraordinary polymer scientist to develop novel materials for...
Machine Learning Engineer,AISense,"Los Altos, CA",,AISense is adding new life to conversations of all types. Our Ambient Voice Intelligence™ technology processes verbal conversations to derive usable text and...
Statistical Programmer Analyst,Genentech,"South San Francisco, CA",,"Has good understanding of data collection and database concepts including data flows in clinical trials, and Pharma industry data standards, such as CDISC/SDTM..."
Machine Learning Engineer,Walmart eCommerce,"San Bruno, CA 94066",,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and..."
Software Developer I-III (Machine Learning),Universities Space Research Association,"Mountain View, CA",,"Develop data pipeline and analytics using Autonomous Vehicle Sensors data (Images, LIDAR, etc.). The Software Development Engineer will develop data pipeline..."
Sr Data Scientist,Tesla Motors,"Fremont, CA",,"Experience with big data frameworks such as Hadoop/Spark and SQL. Design and implement big data workflows using Python, SQL, Hadoop, Spark, Matlab and R...."
"Data Scientist, Analytics",Facebook,"Menlo Park, CA",,We’re looking for Data Scientists to work on our core and business products (ex. Experience manipulating data sets through statistical software (ex....
Senior Statistician,AstraZeneca,"Redwood City, CA 94065",,Collaborate with data management and clinical operations over the course of trials to provide statistical input to study conducts and database development as...
Machine Learning Engineer,Lawrence Berkeley National Laboratory,"San Francisco Bay Area, CA",,"Some experience, knowledge and/or significant interest in applying multiple machine learning techniques to scientific data...."
Software Engineer - Artificial Intelligence & Machine Learning,Sizmek,"Redwood City, CA",,How do you use the rich data we have about users to make predictions? Sizmek’s technology platform supports a real-time bidding system that handles over 100...
Quantitative Analyst,Wish,"San Francisco, CA",,"Experience with data visualization. Experience manipulating data sets through statistical software (ex. Apply your expertise in quantitative analysis, data..."
Research Scientist II: Fibrosis,Gilead Sciences,"Foster City, CA",,Previous experience managing scientists is required. The ideal candidate will have experience applying data from human transcriptomics and genomics databases to...
Staff Machine Learning Scientist / Engineer / JDY Team,Intellipro Group Inc.,"Santa Clara, CA",,Experience with big data platform such as Hadoop and Spark. We are looking for scientists and engineers with successful hands-on experience of applying advanced...
Machine Learning Scientist,Huawei,"Santa Clara, CA",,"The Big Data Intelligence Group is looking for a Machine Learning Scientist, to develop and apply algorithms and models in areas like nature language processing..."
Statistical Programmer,Exelixis Inc.,"South San Francisco, CA 94080",,May partner with biostatisticians and clinical data management staff in checking and reporting on data....
"Data Scientist, Data Center",Facebook,"Menlo Park, CA",,Leverage data and business principles to create and drive large scale FB Data Center programs. Experience using data access tools and building visualizations...
Data Engineer,"Tensyr, Inc.","Mountain View, CA 94043",,Prototype and build data analysis pipelines iteratively to provide insights on data from various sensors....
Data Engineer,Khan Academy,"Mountain View, CA",,Data Science team blog. You’ll need to understand the product implications of data transformations or A/B test conversions and be able to convey uncertainties...
Senior Quantitative Analyst,Stanford University,"Stanford, CA 94305",,"Demonstrated experience with data development, data integration, and statistics. Develop new data models...."
Deep-Learning Researcher,Intellipro Group Inc.,"Mountain View, CA",,Work closely with data scientists and product managers to define and design system architectures. Can work with scientists and product managers smoothly....
